source,campaign,influencer_id,user_id,product,brand,date,orders,revenue
pittman-acosta.info,Campaign_4,10,user_95,Mass Gainer,MuscleBlaze,2025-07-04,5,71.54
reeves.com,Campaign_10,81,user_712,Melatonin,HKVitals,2025-06-13,2,188.54
johnson-moore.biz,Campaign_9,93,user_145,BCAA,MuscleBlaze,2025-07-06,4,300.96
underwood.com,Campaign_8,326,user_704,Whey Protein,MuscleBlaze,2025-07-14,4,462.58
johnson-ross.net,Campaign_9,135,user_954,Fish Oil,HKVitals,2025-07-18,4,375.79
hoffman.com,Campaign_9,261,user_501,Immunity Booster,Gritzo,2025-06-06,2,221.02
miller.com,Campaign_9,27,user_764,Melatonin,HKVitals,2025-05-23,3,39.1
hall-yates.biz,Campaign_10,163,user_54,Biotin,HKVitals,2025-06-28,3,327.91
price.com,Campaign_10,439,user_448,Fish Oil,HKVitals,2025-05-28,8,194.93
hubbard-clark.com,Campaign_10,273,user_739,Multivitamins,HKVitals,2025-05-24,8,53.6
flores-smith.org,Campaign_5,7,user_810,Melatonin,HKVitals,2025-07-14,1,418.58
anderson.com,Campaign_10,189,user_293,SuperMilk,Gritzo,2025-07-10,4,469.52
jackson.info,Campaign_9,321,user_328,Creatine,MuscleBlaze,2025-07-05,7,272.5
jones-hunt.com,Campaign_5,271,user_318,Biotin,HKVitals,2025-05-30,1,75.66
castro.biz,Campaign_5,486,user_492,Mass Gainer,MuscleBlaze,2025-06-02,2,213.16
jennings-glover.com,Campaign_1,186,user_905,Kids Protein,Gritzo,2025-07-09,5,57.07
scott.com,Campaign_7,305,user_901,Melatonin,HKVitals,2025-07-12,7,404.89
rivera.info,Campaign_1,459,user_542,Creatine,MuscleBlaze,2025-07-07,7,279.73
erickson.org,Campaign_3,52,user_809,Biotin,HKVitals,2025-07-18,9,208.82
holmes-weaver.com,Campaign_7,282,user_950,Whey Protein,MuscleBlaze,2025-07-08,3,370.35
contreras.biz,Campaign_10,299,user_210,Multivitamins,HKVitals,2025-07-11,2,421.73
martin.com,Campaign_1,309,user_919,Mass Gainer,MuscleBlaze,2025-07-13,1,395.8
holt.com,Campaign_10,113,user_821,Mass Gainer,MuscleBlaze,2025-05-30,8,414.14
long-david.info,Campaign_6,235,user_585,Mass Gainer,MuscleBlaze,2025-07-12,7,436.61
brown-henderson.com,Campaign_10,184,user_764,Mass Gainer,MuscleBlaze,2025-07-16,9,244.79
zamora.biz,Campaign_5,78,user_672,Multivitamins,HKVitals,2025-05-29,2,336.45
farmer.com,Campaign_1,123,user_581,Creatine,MuscleBlaze,2025-06-14,9,303.41
stephens.com,Campaign_6,77,user_859,Whey Protein,MuscleBlaze,2025-06-02,8,81.37
schroeder.info,Campaign_3,324,user_21,Immunity Booster,Gritzo,2025-07-02,4,134.72
anderson-montgomery.biz,Campaign_2,368,user_286,Fish Oil,HKVitals,2025-07-19,4,102.46
odonnell-smith.org,Campaign_10,229,user_869,BCAA,MuscleBlaze,2025-06-13,4,331.59
paul-parks.info,Campaign_9,161,user_593,Melatonin,HKVitals,2025-07-06,5,434.35
gonzales-huynh.com,Campaign_10,270,user_486,Mass Gainer,MuscleBlaze,2025-06-09,1,384.01
garcia.com,Campaign_10,205,user_622,Melatonin,HKVitals,2025-05-27,5,201.07
wade.info,Campaign_1,401,user_731,Fish Oil,HKVitals,2025-07-02,9,335.89
acevedo.com,Campaign_3,111,user_92,Multivitamins,HKVitals,2025-07-10,9,216.78
carr.com,Campaign_1,295,user_19,SuperMilk,Gritzo,2025-06-14,9,151.76
white.biz,Campaign_8,48,user_245,Fish Oil,HKVitals,2025-07-17,3,448.9
lewis-thompson.com,Campaign_8,134,user_41,Fish Oil,HKVitals,2025-06-15,1,118.26
collier-flores.biz,Campaign_8,406,user_749,Creatine,MuscleBlaze,2025-07-03,2,324.52
obrien.info,Campaign_4,87,user_215,Whey Protein,MuscleBlaze,2025-06-06,7,380.31
ponce.biz,Campaign_1,293,user_232,Mass Gainer,MuscleBlaze,2025-07-14,5,316.9
jackson.org,Campaign_9,100,user_849,Melatonin,HKVitals,2025-06-18,2,77.65
bowman.biz,Campaign_9,233,user_487,Kids Protein,Gritzo,2025-06-02,7,149.41
murphy-williams.com,Campaign_2,249,user_602,Creatine,MuscleBlaze,2025-07-15,8,27.0
williams-taylor.biz,Campaign_6,43,user_624,Immunity Booster,Gritzo,2025-07-12,2,384.17
cook-myers.info,Campaign_4,45,user_119,Melatonin,HKVitals,2025-06-29,8,108.83
crawford.com,Campaign_1,483,user_415,SuperMilk,Gritzo,2025-07-17,1,430.98
cook.net,Campaign_3,122,user_73,Fish Oil,HKVitals,2025-07-16,9,99.42
brown.org,Campaign_10,224,user_997,Immunity Booster,Gritzo,2025-06-26,9,198.47
smith.net,Campaign_4,449,user_526,Whey Protein,MuscleBlaze,2025-06-14,4,88.24
brady.com,Campaign_4,132,user_343,Fish Oil,HKVitals,2025-05-25,9,275.72
williams.com,Campaign_4,495,user_734,Biotin,HKVitals,2025-05-23,5,305.02
mendoza.org,Campaign_7,452,user_2,Whey Protein,MuscleBlaze,2025-07-04,1,129.68
luna-graham.info,Campaign_8,481,user_165,Immunity Booster,Gritzo,2025-07-16,8,215.49
burns.com,Campaign_8,491,user_631,Kids Protein,Gritzo,2025-06-12,4,76.21
taylor.com,Campaign_1,57,user_474,Fish Oil,HKVitals,2025-06-19,6,398.16
lozano-williams.net,Campaign_6,162,user_409,Melatonin,HKVitals,2025-07-09,1,397.55
poole.com,Campaign_3,286,user_450,Melatonin,HKVitals,2025-07-05,1,144.07
castillo.com,Campaign_10,167,user_54,Kids Protein,Gritzo,2025-06-30,9,146.83
fry-sherman.com,Campaign_8,207,user_800,Whey Protein,MuscleBlaze,2025-06-15,5,312.63
williams-kennedy.biz,Campaign_10,352,user_439,Fish Oil,HKVitals,2025-06-30,7,312.32
alvarado.com,Campaign_3,90,user_264,Kids Protein,Gritzo,2025-07-21,6,372.0
thornton.biz,Campaign_6,423,user_290,Melatonin,HKVitals,2025-06-26,3,66.33
rivera.com,Campaign_4,328,user_868,Creatine,MuscleBlaze,2025-07-01,6,342.57
olsen-dixon.com,Campaign_9,474,user_7,Multivitamins,HKVitals,2025-06-23,1,373.04
morton.info,Campaign_5,273,user_612,Kids Protein,Gritzo,2025-07-09,5,153.87
bond.com,Campaign_2,94,user_215,Multivitamins,HKVitals,2025-07-12,3,143.93
spencer-russell.com,Campaign_3,125,user_778,Kids Protein,Gritzo,2025-06-02,5,339.02
frazier.com,Campaign_8,99,user_31,Whey Protein,MuscleBlaze,2025-06-30,3,75.96
peterson.com,Campaign_10,268,user_719,SuperMilk,Gritzo,2025-06-12,3,279.96
montoya.net,Campaign_2,262,user_773,Kids Protein,Gritzo,2025-06-09,3,260.9
hernandez.org,Campaign_4,413,user_328,SuperMilk,Gritzo,2025-06-14,3,342.82
dickerson-heath.biz,Campaign_3,398,user_493,Kids Protein,Gritzo,2025-06-27,5,310.96
coleman.com,Campaign_6,257,user_451,Fish Oil,HKVitals,2025-07-06,7,410.89
davis.net,Campaign_4,475,user_436,Biotin,HKVitals,2025-06-11,7,49.22
campbell-moore.com,Campaign_4,423,user_864,Fish Oil,HKVitals,2025-06-02,4,330.4
smith-cervantes.com,Campaign_3,262,user_733,Creatine,MuscleBlaze,2025-07-04,2,364.46
bonilla.com,Campaign_6,481,user_665,Biotin,HKVitals,2025-06-09,8,400.38
holmes.com,Campaign_9,111,user_89,Immunity Booster,Gritzo,2025-06-01,7,197.69
hernandez.com,Campaign_9,112,user_298,Mass Gainer,MuscleBlaze,2025-06-26,9,160.38
alexander-gutierrez.com,Campaign_9,428,user_986,BCAA,MuscleBlaze,2025-05-26,7,339.01
larson.org,Campaign_5,425,user_13,Immunity Booster,Gritzo,2025-05-29,5,267.22
palmer-walker.net,Campaign_1,351,user_393,Creatine,MuscleBlaze,2025-05-24,9,200.64
rowe.com,Campaign_5,113,user_600,BCAA,MuscleBlaze,2025-06-22,8,377.64
williams.info,Campaign_2,229,user_759,Kids Protein,Gritzo,2025-07-20,4,250.92
miller-brooks.com,Campaign_7,416,user_158,Creatine,MuscleBlaze,2025-07-14,5,239.82
cox-alvarez.org,Campaign_3,97,user_402,SuperMilk,Gritzo,2025-07-07,4,192.1
anderson.com,Campaign_8,468,user_23,Whey Protein,MuscleBlaze,2025-07-13,9,43.55
phillips.org,Campaign_5,5,user_45,Melatonin,HKVitals,2025-06-03,7,420.12
jimenez.com,Campaign_3,47,user_353,Creatine,MuscleBlaze,2025-06-17,5,184.52
smith.com,Campaign_3,256,user_292,Kids Protein,Gritzo,2025-07-05,1,229.55
brown-anderson.com,Campaign_2,401,user_159,Kids Protein,Gritzo,2025-07-01,6,76.68
weiss.net,Campaign_3,289,user_572,Kids Protein,Gritzo,2025-06-30,2,314.59
rhodes-stephenson.com,Campaign_2,170,user_425,Immunity Booster,Gritzo,2025-06-11,5,305.38
payne-stephens.com,Campaign_2,407,user_221,Kids Protein,Gritzo,2025-07-21,9,166.06
turner.biz,Campaign_6,70,user_356,Biotin,HKVitals,2025-06-06,9,191.92
hill-brooks.com,Campaign_5,306,user_501,Kids Protein,Gritzo,2025-06-24,9,379.6
rodriguez-henry.com,Campaign_5,157,user_288,Biotin,HKVitals,2025-06-03,2,276.47
wells-foley.info,Campaign_5,320,user_40,Immunity Booster,Gritzo,2025-06-25,4,140.05
levy.biz,Campaign_9,230,user_837,Melatonin,HKVitals,2025-07-09,9,290.59
fuentes.com,Campaign_6,4,user_571,Mass Gainer,MuscleBlaze,2025-05-31,7,439.98
carr.com,Campaign_1,377,user_516,Creatine,MuscleBlaze,2025-05-23,5,498.39
rice-williams.org,Campaign_3,486,user_882,Creatine,MuscleBlaze,2025-05-30,2,63.48
myers-elliott.org,Campaign_5,391,user_677,Creatine,MuscleBlaze,2025-07-13,9,234.91
spears.biz,Campaign_7,79,user_346,BCAA,MuscleBlaze,2025-06-19,2,234.52
myers.com,Campaign_2,254,user_110,Whey Protein,MuscleBlaze,2025-05-31,7,473.04
turner-house.com,Campaign_1,190,user_454,Fish Oil,HKVitals,2025-06-23,9,461.74
young.biz,Campaign_2,315,user_315,Multivitamins,HKVitals,2025-07-12,4,235.65
hale.com,Campaign_7,149,user_272,Immunity Booster,Gritzo,2025-07-13,9,148.75
hall.com,Campaign_9,248,user_305,BCAA,MuscleBlaze,2025-06-09,8,329.53
smith.net,Campaign_2,272,user_298,Biotin,HKVitals,2025-07-15,7,77.86
terry.com,Campaign_1,326,user_985,Fish Oil,HKVitals,2025-06-02,8,117.66
dawson.com,Campaign_8,397,user_77,Creatine,MuscleBlaze,2025-07-11,4,414.57
miles.net,Campaign_2,136,user_250,Kids Protein,Gritzo,2025-07-15,7,422.06
james-navarro.com,Campaign_4,481,user_781,Creatine,MuscleBlaze,2025-06-28,3,454.26
navarro-lee.com,Campaign_8,317,user_540,Kids Protein,Gritzo,2025-06-16,5,377.88
smith-castaneda.biz,Campaign_8,387,user_953,BCAA,MuscleBlaze,2025-06-14,2,100.1
marsh.info,Campaign_10,111,user_559,Biotin,HKVitals,2025-05-29,8,159.96
johnson-parsons.info,Campaign_8,430,user_859,Biotin,HKVitals,2025-06-10,2,242.2
jones-simmons.com,Campaign_4,446,user_133,Whey Protein,MuscleBlaze,2025-06-09,7,173.47
lee.com,Campaign_1,23,user_324,Whey Protein,MuscleBlaze,2025-06-24,8,276.38
brady.org,Campaign_10,253,user_554,Mass Gainer,MuscleBlaze,2025-07-13,6,65.52
moore.com,Campaign_6,136,user_665,Creatine,MuscleBlaze,2025-07-20,4,477.02
cantu-mckinney.com,Campaign_2,404,user_186,Mass Gainer,MuscleBlaze,2025-07-13,4,490.13
molina.com,Campaign_5,286,user_737,SuperMilk,Gritzo,2025-05-29,6,55.2
white.com,Campaign_7,238,user_252,SuperMilk,Gritzo,2025-07-18,8,39.38
sullivan.biz,Campaign_1,203,user_795,Multivitamins,HKVitals,2025-07-21,9,253.85
santiago.com,Campaign_8,54,user_677,Mass Gainer,MuscleBlaze,2025-06-27,6,88.86
ross-harmon.com,Campaign_4,404,user_360,Melatonin,HKVitals,2025-05-25,3,86.57
robinson.com,Campaign_8,258,user_352,Fish Oil,HKVitals,2025-06-19,4,196.46
moore.com,Campaign_3,98,user_149,BCAA,MuscleBlaze,2025-07-08,5,480.0
larson.net,Campaign_1,145,user_402,Mass Gainer,MuscleBlaze,2025-06-08,3,469.67
vang-marquez.com,Campaign_5,271,user_234,Kids Protein,Gritzo,2025-06-19,5,465.38
cantu.info,Campaign_1,449,user_471,Whey Protein,MuscleBlaze,2025-07-14,8,100.78
alvarez.com,Campaign_4,495,user_211,Fish Oil,HKVitals,2025-07-10,4,60.81
hart.com,Campaign_3,197,user_252,Biotin,HKVitals,2025-07-12,7,72.88
meyer.com,Campaign_5,354,user_549,Kids Protein,Gritzo,2025-07-06,1,303.24
sanchez.com,Campaign_1,197,user_785,Biotin,HKVitals,2025-06-03,7,182.79
barber-reynolds.com,Campaign_5,104,user_61,Creatine,MuscleBlaze,2025-06-29,1,440.14
campbell-jones.com,Campaign_5,109,user_869,Mass Gainer,MuscleBlaze,2025-06-20,2,336.26
hill-garcia.info,Campaign_1,456,user_393,Fish Oil,HKVitals,2025-07-21,1,499.11
johnson.org,Campaign_2,324,user_783,SuperMilk,Gritzo,2025-07-18,3,456.01
spence.com,Campaign_3,299,user_103,Immunity Booster,Gritzo,2025-06-24,8,293.92
cross-moore.info,Campaign_2,396,user_508,Biotin,HKVitals,2025-07-14,8,419.05
ward.info,Campaign_8,484,user_491,Fish Oil,HKVitals,2025-06-18,7,96.95
cross.com,Campaign_9,492,user_633,Creatine,MuscleBlaze,2025-05-25,7,432.9
bass.com,Campaign_6,94,user_616,Immunity Booster,Gritzo,2025-07-08,5,363.62
hughes.com,Campaign_7,211,user_525,Biotin,HKVitals,2025-06-10,9,205.89
oconnor.com,Campaign_4,278,user_578,SuperMilk,Gritzo,2025-06-15,1,407.38
zamora.net,Campaign_5,248,user_46,Fish Oil,HKVitals,2025-06-11,4,335.43
kennedy-parker.net,Campaign_4,220,user_290,Fish Oil,HKVitals,2025-06-23,6,61.72
ochoa.com,Campaign_7,350,user_872,Mass Gainer,MuscleBlaze,2025-06-14,4,489.89
griffin.info,Campaign_2,454,user_779,Immunity Booster,Gritzo,2025-06-10,2,150.16
franklin-ali.org,Campaign_5,233,user_214,Mass Gainer,MuscleBlaze,2025-06-28,2,282.68
richardson.com,Campaign_6,381,user_548,Fish Oil,HKVitals,2025-06-27,2,437.24
mathis.com,Campaign_6,404,user_711,Whey Protein,MuscleBlaze,2025-06-20,7,158.58
williams-mckinney.org,Campaign_1,370,user_89,Melatonin,HKVitals,2025-07-10,5,130.83
thomas-garner.com,Campaign_2,399,user_936,Kids Protein,Gritzo,2025-06-04,2,286.56
james.biz,Campaign_3,115,user_55,Melatonin,HKVitals,2025-06-26,9,188.88
haas-todd.com,Campaign_10,264,user_11,SuperMilk,Gritzo,2025-06-30,2,352.1
jones.biz,Campaign_1,293,user_407,Fish Oil,HKVitals,2025-06-14,7,174.46
burnett-walker.org,Campaign_5,156,user_221,SuperMilk,Gritzo,2025-06-26,1,494.85
williams.com,Campaign_4,267,user_111,Whey Protein,MuscleBlaze,2025-06-30,6,155.74
berger.com,Campaign_2,326,user_3,Melatonin,HKVitals,2025-05-31,6,325.95
clark.org,Campaign_3,256,user_323,Mass Gainer,MuscleBlaze,2025-07-18,5,150.3
huffman-reed.info,Campaign_9,27,user_966,Creatine,MuscleBlaze,2025-06-15,7,241.49
watson.com,Campaign_7,298,user_611,Whey Protein,MuscleBlaze,2025-07-16,8,159.82
davis.biz,Campaign_9,331,user_648,Whey Protein,MuscleBlaze,2025-06-01,2,219.62
barker.com,Campaign_7,339,user_756,Multivitamins,HKVitals,2025-07-12,3,323.33
mcneil.com,Campaign_7,460,user_835,Fish Oil,HKVitals,2025-07-02,8,358.78
tyler.com,Campaign_8,465,user_786,Immunity Booster,Gritzo,2025-06-27,5,133.13
reese.com,Campaign_8,264,user_361,Kids Protein,Gritzo,2025-07-19,6,451.59
alexander.com,Campaign_6,59,user_29,BCAA,MuscleBlaze,2025-06-28,4,174.67
hopkins-cline.com,Campaign_7,117,user_473,Mass Gainer,MuscleBlaze,2025-06-30,1,49.69
brandt.biz,Campaign_5,444,user_801,Mass Gainer,MuscleBlaze,2025-07-15,8,474.5
schroeder.com,Campaign_7,479,user_413,Melatonin,HKVitals,2025-07-10,4,150.72
cruz.com,Campaign_10,318,user_128,Kids Protein,Gritzo,2025-07-09,9,498.44
gonzalez-wells.biz,Campaign_9,19,user_262,Melatonin,HKVitals,2025-05-26,2,282.68
ross.com,Campaign_4,299,user_5,BCAA,MuscleBlaze,2025-05-29,8,427.43
cox.org,Campaign_7,444,user_688,SuperMilk,Gritzo,2025-06-03,9,72.02
garner-porter.com,Campaign_4,435,user_270,SuperMilk,Gritzo,2025-07-14,6,284.76
ferguson.org,Campaign_4,84,user_527,Melatonin,HKVitals,2025-07-08,8,28.99
lozano.org,Campaign_3,320,user_440,SuperMilk,Gritzo,2025-07-16,4,202.29
stevens-perry.org,Campaign_1,66,user_519,Immunity Booster,Gritzo,2025-06-16,1,39.74
ayala-martin.com,Campaign_10,326,user_479,Fish Oil,HKVitals,2025-06-14,2,241.88
rodriguez-cain.biz,Campaign_5,233,user_116,Fish Oil,HKVitals,2025-07-03,1,362.28
collins-mueller.com,Campaign_9,475,user_883,Kids Protein,Gritzo,2025-06-25,9,441.23
brown-hamilton.net,Campaign_2,304,user_676,Melatonin,HKVitals,2025-07-16,5,339.24
gross.com,Campaign_7,402,user_445,Whey Protein,MuscleBlaze,2025-06-29,6,368.08
wood-jacobs.com,Campaign_9,20,user_611,Biotin,HKVitals,2025-06-26,8,124.54
holmes.info,Campaign_6,457,user_61,Fish Oil,HKVitals,2025-05-25,9,160.59
hardy.biz,Campaign_4,451,user_493,Multivitamins,HKVitals,2025-05-24,3,470.14
cabrera.com,Campaign_2,40,user_963,BCAA,MuscleBlaze,2025-07-11,2,98.28
davis.com,Campaign_10,358,user_804,Whey Protein,MuscleBlaze,2025-05-27,3,495.54
long.com,Campaign_10,18,user_248,Melatonin,HKVitals,2025-07-01,6,423.45
dixon.biz,Campaign_10,396,user_878,BCAA,MuscleBlaze,2025-06-16,1,405.14
wagner.biz,Campaign_1,120,user_231,Biotin,HKVitals,2025-05-26,2,408.02
scott-jenkins.com,Campaign_9,496,user_570,Fish Oil,HKVitals,2025-05-28,8,198.87
raymond.com,Campaign_8,339,user_150,Mass Gainer,MuscleBlaze,2025-07-02,8,400.49
wells-myers.info,Campaign_1,154,user_820,Mass Gainer,MuscleBlaze,2025-06-21,6,190.09
hooper.com,Campaign_2,353,user_110,Immunity Booster,Gritzo,2025-06-17,8,195.84
collins.net,Campaign_5,289,user_59,BCAA,MuscleBlaze,2025-07-12,8,401.08
jacobson.org,Campaign_7,134,user_615,BCAA,MuscleBlaze,2025-07-10,5,207.37
scott.com,Campaign_2,374,user_187,Mass Gainer,MuscleBlaze,2025-06-03,4,407.82
hill.com,Campaign_9,442,user_55,Melatonin,HKVitals,2025-06-16,7,25.44
garcia.com,Campaign_8,185,user_48,Whey Protein,MuscleBlaze,2025-06-30,1,102.37
booker-martinez.info,Campaign_1,128,user_637,BCAA,MuscleBlaze,2025-06-23,7,468.03
hall.com,Campaign_3,137,user_111,Whey Protein,MuscleBlaze,2025-06-22,8,322.14
johnson.net,Campaign_8,394,user_120,Creatine,MuscleBlaze,2025-06-22,3,244.67
vega.com,Campaign_4,428,user_286,Whey Protein,MuscleBlaze,2025-05-27,8,298.44
garcia.com,Campaign_10,181,user_618,Whey Protein,MuscleBlaze,2025-06-06,6,213.0
roberts-reynolds.info,Campaign_3,155,user_739,Creatine,MuscleBlaze,2025-07-12,3,83.72
ruiz-rocha.com,Campaign_5,81,user_539,Fish Oil,HKVitals,2025-07-16,6,447.76
morrison.com,Campaign_7,180,user_617,Immunity Booster,Gritzo,2025-06-28,6,381.97
parker.com,Campaign_8,340,user_142,Fish Oil,HKVitals,2025-06-14,4,355.0
espinoza-williams.org,Campaign_9,192,user_120,Creatine,MuscleBlaze,2025-07-05,5,425.03
nguyen.com,Campaign_4,182,user_703,Biotin,HKVitals,2025-06-29,5,377.92
garcia-villarreal.com,Campaign_2,141,user_392,Melatonin,HKVitals,2025-06-14,6,267.59
baker.biz,Campaign_5,159,user_569,Mass Gainer,MuscleBlaze,2025-06-10,6,85.82
harris-sloan.org,Campaign_7,234,user_358,Kids Protein,Gritzo,2025-06-09,3,71.54
estes.net,Campaign_5,465,user_902,Multivitamins,HKVitals,2025-07-12,2,35.09
harrell.com,Campaign_3,243,user_24,Fish Oil,HKVitals,2025-05-26,1,256.03
adams.com,Campaign_6,177,user_588,Whey Protein,MuscleBlaze,2025-06-01,1,96.58
palmer.com,Campaign_1,203,user_992,Creatine,MuscleBlaze,2025-06-04,8,151.02
price.com,Campaign_9,411,user_926,Biotin,HKVitals,2025-07-15,4,441.37
peters-burton.com,Campaign_9,13,user_986,Fish Oil,HKVitals,2025-06-12,5,311.66
cervantes-dalton.com,Campaign_3,430,user_524,Mass Gainer,MuscleBlaze,2025-05-31,8,493.01
taylor-medina.com,Campaign_4,51,user_861,Biotin,HKVitals,2025-07-13,7,475.99
clay.com,Campaign_3,427,user_617,Kids Protein,Gritzo,2025-07-06,4,232.23
miller.info,Campaign_5,244,user_287,Kids Protein,Gritzo,2025-05-31,7,335.58
bradley.com,Campaign_4,360,user_474,BCAA,MuscleBlaze,2025-07-12,3,475.13
russell.com,Campaign_10,375,user_638,Fish Oil,HKVitals,2025-06-11,6,396.54
jenkins.com,Campaign_7,356,user_198,Whey Protein,MuscleBlaze,2025-06-06,2,334.81
fleming.com,Campaign_10,335,user_629,Creatine,MuscleBlaze,2025-05-27,6,304.4
jackson.net,Campaign_7,214,user_534,Multivitamins,HKVitals,2025-06-04,6,280.37
campbell-pennington.com,Campaign_5,473,user_858,Kids Protein,Gritzo,2025-06-22,3,86.58
carter.com,Campaign_8,19,user_657,BCAA,MuscleBlaze,2025-06-23,9,70.95
rhodes.info,Campaign_8,285,user_226,Kids Protein,Gritzo,2025-06-27,5,135.5
ross.com,Campaign_4,87,user_688,Multivitamins,HKVitals,2025-06-14,5,295.3
graham-goodman.com,Campaign_3,211,user_395,BCAA,MuscleBlaze,2025-05-31,1,466.64
mcmahon.com,Campaign_4,451,user_939,Mass Gainer,MuscleBlaze,2025-06-11,4,209.09
